GEOIDFQ,GEOID,SUMLEVEL,GEOTYPE,NAME,SOURCE,STATEFP,COUNTYFP,COUSUBFP,PLACEFP,TRACTCE,CLASSFP,MUNITYPE,PLACECOMBO
0600000US3904501637,3904501637,060,COUNTY-COUSUB,Amanda,CENSUS,39,045,01637,,,T1,,
0600000US3904505956,3904505956,060,COUNTY-COUSUB,Berne,CENSUS,39,045,05956,,,T1,,
0600000US3904506950,3904506950,060,COUNTY-COUSUB,Bloom,CENSUS,39,045,06950,,,T1,,
0600000US3904515686,3904515686,060,COUNTY-COUSUB,Clearcreek,CENSUS,39,045,15686,,,T1,,
0600000US3904518000,3904518000,060,COUNTY-COUSUB,Columbus,CENSUS,39,045,18000,,,C2,,
0600000US3904532060,3904532060,060,COUNTY-COUSUB,Greenfield,CENSUS,39,045,32060,,,T1,,
0600000US3904535812,3904535812,060,COUNTY-COUSUB,Hocking,CENSUS,39,045,35812,,,T1,,
0600000US3904541740,3904541740,060,COUNTY-COUSUB,Lancaster City,CENSUS,39,045,41740,,,Z1,,
0600000US3904543120,3904543120,060,COUNTY-COUSUB,Liberty,CENSUS,39,045,43120,,,T1,,
0600000US3904546382,3904546382,060,COUNTY-COUSUB,Madison,CENSUS,39,045,46382,,,T1,,
0600000US3904563240,3904563240,060,COUNTY-COUSUB,Pleasant,CENSUS,39,045,63240,,,T1,,
0600000US3904566684,3904566684,060,COUNTY-COUSUB,Richland,CENSUS,39,045,66684,,,T1,,
0600000US3904569120,3904569120,060,COUNTY-COUSUB,Rush Creek,CENSUS,39,045,69120,,,T1,,
0600000US3904580206,3904580206,060,COUNTY-COUSUB,Violet,CENSUS,39,045,80206,,,T1,,
0600000US3904580570,3904580570,060,COUNTY-COUSUB,Walnut,CENSUS,39,045,80570,,,T1,,
0600000US3904718154,3904718154,060,COUNTY-COUSUB,Concord,CENSUS,39,047,18154,,,T1,,
0600000US3904731724,3904731724,060,COUNTY-COUSUB,Green,CENSUS,39,047,31724,,,T1,,
0600000US3904738388,3904738388,060,COUNTY-COUSUB,Jasper,CENSUS,39,047,38388,,,T1,,
0600000US3904738598,3904738598,060,COUNTY-COUSUB,Jefferson,CENSUS,39,047,38598,,,T1,,
0600000US3904746396,3904746396,060,COUNTY-COUSUB,Madison,CENSUS,39,047,46396,,,T1,,
0600000US3904747684,3904747684,060,COUNTY-COUSUB,Marion,CENSUS,39,047,47684,,,T1,,
0600000US3904759486,3904759486,060,COUNTY-COUSUB,Paint,CENSUS,39,047,59486,,,T1,,
0600000US3904761826,3904761826,060,COUNTY-COUSUB,Perry,CENSUS,39,047,61826,,,T1,,
0600000US3904778316,3904778316,060,COUNTY-COUSUB,Union,CENSUS,39,047,78316,,,T1,,
0600000US3904781718,3904781718,060,COUNTY-COUSUB,Washington Court House,CENSUS,39,047,81718,,,C2,,
0600000US3904782166,3904782166,060,COUNTY-COUSUB,Wayne,CENSUS,39,047,82166,,,T1,,
0600000US3904906278,3904906278,060,COUNTY-COUSUB,Bexley,CENSUS,39,049,06278,,,C2,,
0600000US3904906922,3904906922,060,COUNTY-COUSUB,Blendon,CENSUS,39,049,06922,,,T1,,
0600000US3904909442,3904909442,060,COUNTY-COUSUB,Brown,CENSUS,39,049,09442,,,T1,,
0600000US3904916112,3904916112,060,COUNTY-COUSUB,Clinton,CENSUS,39,049,16112,,,T1,,
0600000US3904918000,3904918000,060,COUNTY-COUSUB,Columbus,CENSUS,39,049,18000,,,C2,,
0600000US3904928280,3904928280,060,COUNTY-COUSUB,Franklin,CENSUS,39,049,28280,,,T1,,
0600000US3904931304,3904931304,060,COUNTY-COUSUB,Grandview Heights,CENSUS,39,049,31304,,,C2,,
0600000US3904933026,3904933026,060,COUNTY-COUSUB,Hamilton,CENSUS,39,049,33026,,,T1,,
0600000US3904937772,3904937772,060,COUNTY-COUSUB,Jackson,CENSUS,39,049,37772,,,T1,,
0600000US3904938612,3904938612,060,COUNTY-COUSUB,Jefferson,CENSUS,39,049,38612,,,T1,,
0600000US3904946410,3904946410,060,COUNTY-COUSUB,Madison,CENSUS,39,049,46410,,,T1,,
0600000US3904947474,3904947474,060,COUNTY-COUSUB,Marble Cliff,CENSUS,39,049,47474,,,C2,,
0600000US3904950064,3904950064,060,COUNTY-COUSUB,Mifflin,CENSUS,39,049,50064,,,T1,,
0600000US3904957344,3904957344,060,COUNTY-COUSUB,Norwich,CENSUS,39,049,57344,,,T1,,
0600000US3904961840,3904961840,060,COUNTY-COUSUB,Perry,CENSUS,39,049,61840,,,T1,,
0600000US3904962974,3904962974,060,COUNTY-COUSUB,Plain,CENSUS,39,049,62974,,,T1,,
0600000US3904963254,3904963254,060,COUNTY-COUSUB,Pleasant,CENSUS,39,049,63254,,,T1,,
0600000US3904964570,3904964570,060,COUNTY-COUSUB,Prairie,CENSUS,39,049,64570,,,T1,,
0600000US3904971787,3904971787,060,COUNTY-COUSUB,Sharon,CENSUS,39,049,71787,,,T1,,
0600000US3904977714,3904977714,060,COUNTY-COUSUB,Truro,CENSUS,39,049,77714,,,T1,,
0600000US3904979002,3904979002,060,COUNTY-COUSUB,Upper Arlington,CENSUS,39,049,79002,,,C2,,
0600000US3904981242,3904981242,060,COUNTY-COUSUB,Washington,CENSUS,39,049,81242,,,T1,,
0600000US3904983342,3904983342,060,COUNTY-COUSUB,Westerville,CENSUS,39,049,83342,,,C2,,
0600000US3904984742,3904984742,060,COUNTY-COUSUB,Whitehall,CENSUS,39,049,84742,,,C2,,
0600000US3907305578,3907305578,060,COUNTY-COUSUB,Benton,CENSUS,39,073,05578,,,T1,,
0600000US3907326488,3907326488,060,COUNTY-COUSUB,Falls,CENSUS,39,073,26488,,,T1,,
0600000US3907330842,3907330842,060,COUNTY-COUSUB,Good Hope,CENSUS,39,073,30842,,,T1,,
0600000US3907331780,3907331780,060,COUNTY-COUSUB,Green,CENSUS,39,073,31780,,,T1,,
0600000US3907342056,3907342056,060,COUNTY-COUSUB,Laurel,CENSUS,39,073,42056,,,T1,,
0600000US3907347740,3907347740,060,COUNTY-COUSUB,Marion,CENSUS,39,073,47740,,,T1,,
0600000US3907361868,3907361868,060,COUNTY-COUSUB,Perry,CENSUS,39,073,61868,,,T1,,
0600000US3907370142,3907370142,060,COUNTY-COUSUB,Salt Creek,CENSUS,39,073,70142,,,T1,,
0600000US3907374405,3907374405,060,COUNTY-COUSUB,Starr,CENSUS,39,073,74405,,,T1,,
0600000US3907380780,3907380780,060,COUNTY-COUSUB,Ward,CENSUS,39,073,80780,,,T1,,
0600000US3907381354,3907381354,060,COUNTY-COUSUB,Washington,CENSUS,39,073,81354,,,T1,,
0600000US3908305844,3908305844,060,COUNTY-COUSUB,Berlin,CENSUS,39,083,05844,,,T1,,
0600000US3908309470,3908309470,060,COUNTY-COUSUB,Brown,CENSUS,39,083,09470,,,T1,,
0600000US3908310590,3908310590,060,COUNTY-COUSUB,Butler,CENSUS,39,083,10590,,,T1,,
0600000US3908315504,3908315504,060,COUNTY-COUSUB,Clay,CENSUS,39,083,15504,,,T1,,
0600000US3908316140,3908316140,060,COUNTY-COUSUB,Clinton,CENSUS,39,083,16140,,,T1,,
0600000US3908316686,3908316686,060,COUNTY-COUSUB,College,CENSUS,39,083,16686,,,T1,,
0600000US3908328658,3908328658,060,COUNTY-COUSUB,Fredericktown,CENSUS,39,083,28658,,,C2,,
0600000US3908333880,3908333880,060,COUNTY-COUSUB,Harrison,CENSUS,39,083,33880,,,T1,,
0600000US3908335462,3908335462,060,COUNTY-COUSUB,Hilliar,CENSUS,39,083,35462,,,T1,,
0600000US3908336526,3908336526,060,COUNTY-COUSUB,Howard,CENSUS,39,083,36526,,,T1,,
0600000US3908337870,3908337870,060,COUNTY-COUSUB,Jackson,CENSUS,39,083,37870,,,T1,,
0600000US3908338668,3908338668,060,COUNTY-COUSUB,Jefferson,CENSUS,39,083,38668,,,T1,,
0600000US3908343218,3908343218,060,COUNTY-COUSUB,Liberty,CENSUS,39,083,43218,,,T1,,
0600000US3908349658,3908349658,060,COUNTY-COUSUB,Middlebury,CENSUS,39,083,49658,,,T1,,
0600000US3908350204,3908350204,060,COUNTY-COUSUB,Milford,CENSUS,39,083,50204,,,T1,,
0600000US3908350330,3908350330,060,COUNTY-COUSUB,Miller,CENSUS,39,083,50330,,,T1,,
0600000US3908351436,3908351436,060,COUNTY-COUSUB,Monroe,CENSUS,39,083,51436,,,T1,,
0600000US3908352108,3908352108,060,COUNTY-COUSUB,Morgan,CENSUS,39,083,52108,,,T1,,
0600000US3908352290,3908352290,060,COUNTY-COUSUB,Morris,CENSUS,39,083,52290,,,T1,,
0600000US3908353102,3908353102,060,COUNTY-COUSUB,Mount Vernon,CENSUS,39,083,53102,,,C2,,
0600000US3908362652,3908362652,060,COUNTY-COUSUB,Pike,CENSUS,39,083,62652,,,T1,,
0600000US3908363310,3908363310,060,COUNTY-COUSUB,Pleasant,CENSUS,39,083,63310,,,T1,,
0600000US3908378358,3908378358,060,COUNTY-COUSUB,Union,CENSUS,39,083,78358,,,T1,,
0600000US3908382194,3908382194,060,COUNTY-COUSUB,Wayne,CENSUS,39,083,82194,,,T1,,
0600000US3908905494,3908905494,060,COUNTY-COUSUB,Bennington,CENSUS,39,089,05494,,,T1,,
0600000US3908907944,3908907944,060,COUNTY-COUSUB,Bowling Green,CENSUS,39,089,07944,,,T1,,
0600000US3908910366,3908910366,060,COUNTY-COUSUB,Burlington,CENSUS,39,089,10366,,,T1,,
0600000US3908924332,3908924332,060,COUNTY-COUSUB,Eden,CENSUS,39,089,24332,,,T1,,
0600000US3908925690,3908925690,060,COUNTY-COUSUB,Etna,CENSUS,39,089,25690,,,T1,,
0600000US3908926530,3908926530,060,COUNTY-COUSUB,Fallsbury,CENSUS,39,089,26530,,,T1,,
0600000US3908928336,3908928336,060,COUNTY-COUSUB,Franklin,CENSUS,39,089,28336,,,T1,,
0600000US3908931416,3908931416,060,COUNTY-COUSUB,Granville,CENSUS,39,089,31416,,,T1,,
0600000US3908933299,3908933299,060,COUNTY-COUSUB,Hanover,CENSUS,39,089,33299,,,T1,,
0600000US3908933894,3908933894,060,COUNTY-COUSUB,Harrison,CENSUS,39,089,33894,,,T1,,
0600000US3908934188,3908934188,060,COUNTY-COUSUB,Hartford,CENSUS,39,089,34188,,,T1,,
0600000US3908934748,3908934748,060,COUNTY-COUSUB,Heath,CENSUS,39,089,34748,,,C2,,
0600000US3908936316,3908936316,060,COUNTY-COUSUB,Hopewell,CENSUS,39,089,36316,,,T1,,
0600000US3908939102,3908939102,060,COUNTY-COUSUB,Jersey,CENSUS,39,089,39102,,,T1,,
0600000US3908943232,3908943232,060,COUNTY-COUSUB,Liberty,CENSUS,39,089,43232,,,T1,,
0600000US3908943456,3908943456,060,COUNTY-COUSUB,Licking,CENSUS,39,089,43456,,,T1,,
0600000US3908946116,3908946116,060,COUNTY-COUSUB,McKean,CENSUS,39,089,46116,,,T1,,
0600000US3908946508,3908946508,060,COUNTY-COUSUB,Madison,CENSUS,39,089,46508,,,T1,,
0600000US3908948132,3908948132,060,COUNTY-COUSUB,Mary Ann,CENSUS,39,089,48132,,,T1,,
0600000US3908951450,3908951450,060,COUNTY-COUSUB,Monroe,CENSUS,39,089,51450,,,T1,,
0600000US3908954040,3908954040,060,COUNTY-COUSUB,Newark,CENSUS,39,089,54040,,,C2,,
0600000US3908954054,3908954054,060,COUNTY-COUSUB,Newark,CENSUS,39,089,54054,,,T1,,
0600000US3908955580,3908955580,060,COUNTY-COUSUB,Newton,CENSUS,39,089,55580,,,T1,,
0600000US3908961112,3908961112,060,COUNTY-COUSUB,Pataskala,CENSUS,39,089,61112,,,C2,,
0600000US3908961924,3908961924,060,COUNTY-COUSUB,Perry,CENSUS,39,089,61924,,,T1,,
0600000US3908966396,3908966396,060,COUNTY-COUSUB,Reynoldsburg City,CENSUS,39,089,66396,,,Z1,,
0600000US3908969456,3908969456,060,COUNTY-COUSUB,St. Albans,CENSUS,39,089,69456,,,T1,,
0600000US3908978400,3908978400,060,COUNTY-COUSUB,Union,CENSUS,39,089,78400,,,T1,,
0600000US3908981410,3908981410,060,COUNTY-COUSUB,Washington,CENSUS,39,089,81410,,,T1,,
0600000US3909107118,3909107118,060,COUNTY-COUSUB,Bloomfield,CENSUS,39,091,07118,,,T1,,
0600000US3909107552,3909107552,060,COUNTY-COUSUB,Bokescreek,CENSUS,39,091,07552,,,T1,,
0600000US3909133908,3909133908,060,COUNTY-COUSUB,Harrison,CENSUS,39,091,33908,,,T1,,
0600000US3909138682,3909138682,060,COUNTY-COUSUB,Jefferson,CENSUS,39,091,38682,,,T1,,
0600000US3909141286,3909141286,060,COUNTY-COUSUB,Lake,CENSUS,39,091,41286,,,T1,,
0600000US3909143246,3909143246,060,COUNTY-COUSUB,Liberty,CENSUS,39,091,43246,,,T1,,
0600000US3909145682,3909145682,060,COUNTY-COUSUB,McArthur,CENSUS,39,091,45682,,,T1,,
0600000US3909149378,3909149378,060,COUNTY-COUSUB,Miami,CENSUS,39,091,49378,,,T1,,
0600000US3909151464,3909151464,060,COUNTY-COUSUB,Monroe,CENSUS,39,091,51464,,,T1,,
0600000US3909161938,3909161938,060,COUNTY-COUSUB,Perry,CENSUS,39,091,61938,,,T1,,
0600000US3909163324,3909163324,060,COUNTY-COUSUB,Pleasant,CENSUS,39,091,63324,,,T1,,
0600000US3909166740,3909166740,060,COUNTY-COUSUB,Richland,CENSUS,39,091,66740,,,T1,,
0600000US3909169134,3909169134,060,COUNTY-COUSUB,Rushcreek,CENSUS,39,091,69134,,,T1,,
0600000US3909174780,3909174780,060,COUNTY-COUSUB,Stokes,CENSUS,39,091,74780,,,T1,,
0600000US3909178414,3909178414,060,COUNTY-COUSUB,Union,CENSUS,39,091,78414,,,T1,,
0600000US3909181424,3909181424,060,COUNTY-COUSUB,Washington,CENSUS,39,091,81424,,,T1,,
0600000US3909188042,3909188042,060,COUNTY-COUSUB,Zane,CENSUS,39,091,88042,,,T1,,
0600000US3909711234,3909711234,060,COUNTY-COUSUB,Canaan,CENSUS,39,097,11234,,,T1,,
0600000US3909720142,3909720142,060,COUNTY-COUSUB,Darby,CENSUS,39,097,20142,,,T1,,
0600000US3909721154,3909721154,060,COUNTY-COUSUB,Deer Creek,CENSUS,39,097,21154,,,T1,,
0600000US3909726068,3909726068,060,COUNTY-COUSUB,Fairfield,CENSUS,39,097,26068,,,T1,,
0600000US3909738696,3909738696,060,COUNTY-COUSUB,Jefferson,CENSUS,39,097,38696,,,T1,,
0600000US3909744674,3909744674,060,COUNTY-COUSUB,London,CENSUS,39,097,44674,,,C5,,
0600000US3909751478,3909751478,060,COUNTY-COUSUB,Monroe,CENSUS,39,097,51478,,,T1,,
0600000US3909757708,3909757708,060,COUNTY-COUSUB,Oak Run,CENSUS,39,097,57708,,,T1,,
0600000US3909759528,3909759528,060,COUNTY-COUSUB,Paint,CENSUS,39,097,59528,,,T1,,
0600000US3909762666,3909762666,060,COUNTY-COUSUB,Pike,CENSUS,39,097,62666,,,T1,,
0600000US3909763338,3909763338,060,COUNTY-COUSUB,Pleasant,CENSUS,39,097,63338,,,T1,,
0600000US3909765480,3909765480,060,COUNTY-COUSUB,Range,CENSUS,39,097,65480,,,T1,,
0600000US3909772960,3909772960,060,COUNTY-COUSUB,Somerford,CENSUS,39,097,72960,,,T1,,
0600000US3909774784,3909774784,060,COUNTY-COUSUB,Stokes,CENSUS,39,097,74784,,,T1,,
0600000US3909778428,3909778428,060,COUNTY-COUSUB,Union,CENSUS,39,097,78428,,,T1,,
0600000US3910106348,3910106348,060,COUNTY-COUSUB,Big Island,CENSUS,39,101,06348,,,T1,,
0600000US3910107958,3910107958,060,COUNTY-COUSUB,Bowling Green,CENSUS,39,101,07958,,,T1,,
0600000US3910115196,3910115196,060,COUNTY-COUSUB,Claridon,CENSUS,39,101,15196,,,T1,,
0600000US3910131178,3910131178,060,COUNTY-COUSUB,Grand,CENSUS,39,101,31178,,,T1,,
0600000US3910131192,3910131192,060,COUNTY-COUSUB,Grand Prairie,CENSUS,39,101,31192,,,T1,,
0600000US3910131962,3910131962,060,COUNTY-COUSUB,Green Camp,CENSUS,39,101,31962,,,T1,,
0600000US3910147768,3910147768,060,COUNTY-COUSUB,Marion,CENSUS,39,101,47768,,,T1,,
0600000US3910151730,3910151730,060,COUNTY-COUSUB,Montgomery,CENSUS,39,101,51730,,,T1,,
0600000US3910163352,3910163352,060,COUNTY-COUSUB,Pleasant,CENSUS,39,101,63352,,,T1,,
0600000US3910164794,3910164794,060,COUNTY-COUSUB,Prospect,CENSUS,39,101,64794,,,T1,,
0600000US3910166754,3910166754,060,COUNTY-COUSUB,Richland,CENSUS,39,101,66754,,,T1,,
0600000US3910170240,3910170240,060,COUNTY-COUSUB,Salt Rock,CENSUS,39,101,70240,,,T1,,
0600000US3910171073,3910171073,060,COUNTY-COUSUB,Scott,CENSUS,39,101,71073,,,T1,,
0600000US3910177742,3910177742,060,COUNTY-COUSUB,Tully,CENSUS,39,101,77742,,,T1,,
0600000US3910180514,3910180514,060,COUNTY-COUSUB,Waldo,CENSUS,39,101,80514,,,T1,,
0600000US3911705508,3911705508,060,COUNTY-COUSUB,Bennington,CENSUS,39,117,05508,,,T1,,
0600000US3911711248,3911711248,060,COUNTY-COUSUB,Canaan,CENSUS,39,117,11248,,,T1,,
0600000US3911712098,3911712098,060,COUNTY-COUSUB,Cardington,CENSUS,39,117,12098,,,T1,,
0600000US3911714030,3911714030,060,COUNTY-COUSUB,Chester,CENSUS,39,117,14030,,,T1,,
0600000US3911718294,3911718294,060,COUNTY-COUSUB,Congress,CENSUS,39,117,18294,,,T1,,
0600000US3911728378,3911728378,060,COUNTY-COUSUB,Franklin,CENSUS,39,117,28378,,,T1,,
0600000US3911729162,3911729162,060,COUNTY-COUSUB,Galion,CENSUS,39,117,29162,,,C2,,
0600000US3911730128,3911730128,060,COUNTY-COUSUB,Gilead,CENSUS,39,117,30128,,,T1,,
0600000US3911733600,3911733600,060,COUNTY-COUSUB,Harmony,CENSUS,39,117,33600,,,T1,,
0600000US3911743680,3911743680,060,COUNTY-COUSUB,Lincoln,CENSUS,39,117,43680,,,T1,,
0600000US3911756224,3911756224,060,COUNTY-COUSUB,North Bloomfield,CENSUS,39,117,56224,,,T1,,
0600000US3911761980,3911761980,060,COUNTY-COUSUB,Perry,CENSUS,39,117,61980,,,T1,,
0600000US3911762260,3911762260,060,COUNTY-COUSUB,Peru,CENSUS,39,117,62260,,,T1,,
0600000US3911773061,3911773061,060,COUNTY-COUSUB,South Bloomfield,CENSUS,39,117,73061,,,T1,,
0600000US3911777602,3911777602,060,COUNTY-COUSUB,Troy,CENSUS,39,117,77602,,,T1,,
0600000US3911781508,3911781508,060,COUNTY-COUSUB,Washington,CENSUS,39,117,81508,,,T1,,
0600000US3911783454,3911783454,060,COUNTY-COUSUB,Westfield,CENSUS,39,117,83454,,,T1,,
0600000US3912704584,3912704584,060,COUNTY-COUSUB,Bearfield,CENSUS,39,127,04584,,,T1,,
0600000US3912715658,3912715658,060,COUNTY-COUSUB,Clayton,CENSUS,39,127,15658,,,T1,,
0600000US3912716350,3912716350,060,COUNTY-COUSUB,Coal,CENSUS,39,127,16350,,,T1,,
0600000US3912733964,3912733964,060,COUNTY-COUSUB,Harrison,CENSUS,39,127,33964,,,T1,,
0600000US3912736386,3912736386,060,COUNTY-COUSUB,Hopewell,CENSUS,39,127,36386,,,T1,,
0600000US3912737968,3912737968,060,COUNTY-COUSUB,Jackson,CENSUS,39,127,37968,,,T1,,
0600000US3912746550,3912746550,060,COUNTY-COUSUB,Madison,CENSUS,39,127,46550,,,T1,,
0600000US3912751198,3912751198,060,COUNTY-COUSUB,Monday Creek,CENSUS,39,127,51198,,,T1,,
0600000US3912751520,3912751520,060,COUNTY-COUSUB,Monroe,CENSUS,39,127,51520,,,T1,,
0600000US3912762680,3912762680,060,COUNTY-COUSUB,Pike,CENSUS,39,127,62680,,,T1,,
0600000US3912763366,3912763366,060,COUNTY-COUSUB,Pleasant,CENSUS,39,127,63366,,,T1,,
0600000US3912765760,3912765760,060,COUNTY-COUSUB,Reading,CENSUS,39,127,65760,,,T1,,
0600000US3912770226,3912770226,060,COUNTY-COUSUB,Salt Lick,CENSUS,39,127,70226,,,T1,,
0600000US3912776659,3912776659,060,COUNTY-COUSUB,Thorn,CENSUS,39,127,76659,,,T1,,
0600000US3912915070,3912915070,060,COUNTY-COUSUB,Circleville,CENSUS,39,129,15070,,,C2,,
0600000US3912915077,3912915077,060,COUNTY-COUSUB,Circleville,CENSUS,39,129,15077,,,T1,,
0600000US3912920156,3912920156,060,COUNTY-COUSUB,Darby,CENSUS,39,129,20156,,,T1,,
0600000US3912921168,3912921168,060,COUNTY-COUSUB,Deercreek,CENSUS,39,129,21168,,,T1,,
0600000US3912933978,3912933978,060,COUNTY-COUSUB,Harrison,CENSUS,39,129,33978,,,T1,,
0600000US3912937982,3912937982,060,COUNTY-COUSUB,Jackson,CENSUS,39,129,37982,,,T1,,
0600000US3912946564,3912946564,060,COUNTY-COUSUB,Madison,CENSUS,39,129,46564,,,T1,,
0600000US3912951534,3912951534,060,COUNTY-COUSUB,Monroe,CENSUS,39,129,51534,,,T1,,
0600000US3912953256,3912953256,060,COUNTY-COUSUB,Muhlenberg,CENSUS,39,129,53256,,,T1,,
0600000US3912962008,3912962008,060,COUNTY-COUSUB,Perry,CENSUS,39,129,62008,,,T1,,
0600000US3912962484,3912962484,060,COUNTY-COUSUB,Pickaway,CENSUS,39,129,62484,,,T1,,
0600000US3912970184,3912970184,060,COUNTY-COUSUB,Saltcreek,CENSUS,39,129,70184,,,T1,,
0600000US3912970870,3912970870,060,COUNTY-COUSUB,Scioto,CENSUS,39,129,70870,,,T1,,
0600000US3912980598,3912980598,060,COUNTY-COUSUB,Walnut,CENSUS,39,129,80598,,,T1,,
0600000US3912981550,3912981550,060,COUNTY-COUSUB,Washington,CENSUS,39,129,81550,,,T1,,
0600000US3912982264,3912982264,060,COUNTY-COUSUB,Wayne,CENSUS,39,129,82264,,,T1,,
0600000US3914110016,3914110016,060,COUNTY-COUSUB,Buckskin,CENSUS,39,141,10016,,,T1,,
0600000US3914116630,3914116630,060,COUNTY-COUSUB,Colerain,CENSUS,39,141,16630,,,T1,,
0600000US3914118238,3914118238,060,COUNTY-COUSUB,Concord,CENSUS,39,141,18238,,,T1,,
0600000US3914121224,3914121224,060,COUNTY-COUSUB,Deerfield,CENSUS,39,141,21224,,,T1,,
0600000US3914128420,3914128420,060,COUNTY-COUSUB,Franklin,CENSUS,39,141,28420,,,T1,,
0600000US3914131822,3914131822,060,COUNTY-COUSUB,Green,CENSUS,39,141,31822,,,T1,,
0600000US3914134006,3914134006,060,COUNTY-COUSUB,Harrison,CENSUS,39,141,34006,,,T1,,
0600000US3914136890,3914136890,060,COUNTY-COUSUB,Huntington,CENSUS,39,141,36890,,,T1,,
0600000US3914138808,3914138808,060,COUNTY-COUSUB,Jefferson,CENSUS,39,141,38808,,,T1,,
0600000US3914143302,3914143302,060,COUNTY-COUSUB,Liberty,CENSUS,39,141,43302,,,T1,,
0600000US3914159542,3914159542,060,COUNTY-COUSUB,Paint,CENSUS,39,141,59542,,,T1,,
0600000US3914161308,3914161308,060,COUNTY-COUSUB,Paxton,CENSUS,39,141,61308,,,T1,,
0600000US3914170898,3914170898,060,COUNTY-COUSUB,Scioto,CENSUS,39,141,70898,,,T1,,
0600000US3914174129,3914174129,060,COUNTY-COUSUB,Springfield,CENSUS,39,141,74129,,,T1,,
0600000US3914178008,3914178008,060,COUNTY-COUSUB,Twin,CENSUS,39,141,78008,,,T1,,
